review_id,building_id,building_name,building_type,ward,address_street,city,latitude,longitude,building_levels,rating,sentiment,review_title,review_text,review_source
REV-00020,way/65968629,Rajiv Gandhi Indoor Stadium,stadium,,Gandhi Nagar Road,Kochi,9.9686699,76.2981292,,2,negative,Could be maintained better,"Rajiv Gandhi Indoor Stadium (stadium) in Gandhi Nagar Road, Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00021,way/65968630,Greater Cochin Development Authority,office,,Sahodaran Ayyappan Road,Kochi,9.9671446,76.2983028,,4,positive,Useful and accessible,"Greater Cochin Development Authority (office building) in Sahodaran Ayyappan Road, Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.",synthetic_from_geojson_attributes
REV-00022,way/65968631,Unnamed building,hospital,,,Kochi,9.9689385,76.2985746,,3,neutral,Mixed impression,hospital in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-00023,way/65968632,Kendriya Vidyalaya Ernakulam,school,,Ghandhi Nagar Road,Ernakulam,9.9706869,76.2969158,,2,negative,Could be maintained better,"Kendriya Vidyalaya Ernakulam (school) in Ghandhi Nagar Road, Ernakulam. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00024,way/65968633,Kendriya Vidyalaya Ernakulam,school,,Ghandhi Nagar Road,Ernakulam,9.9708882,76.2969266,,1,negative,Needs some improvement,"Kendriya Vidyalaya Ernakulam (school) in Ghandhi Nagar Road, Ernakulam. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-00025,way/65968634,Kendriya Vidyalaya Ernakulam,school,,Ghandhi Nagar Road,Ernakulam,9.9713291,76.2968902,,4,positive,Useful and accessible,"Kendriya Vidyalaya Ernakulam (school) in Ghandhi Nagar Road, Ernakulam. The mapped building appears to be in a useful location and the overall setup looks satisfactory.",synthetic_from_geojson_attributes
REV-00026,way/65968635,Kendriya Vidyalaya Ernakulam,school,,Ghandhi Nagar Road,Ernakulam,9.9710249,76.2967841,,1,negative,Needs some improvement,"Kendriya Vidyalaya Ernakulam (school) in Ghandhi Nagar Road, Ernakulam. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00027,way/65968636,Toc H Indoor Stadium,yes,,,Kochi,9.9626459,76.3134151,,1,negative,Needs some improvement,"Toc H Indoor Stadium (yes) in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-00028,way/65968637,Toc H Kindergarten,school,,,Kochi,9.9626925,76.3123507,,5,positive,Nice building and surroundings,"Toc H Kindergarten (school) in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00029,way/65968638,Toc H Canteen,school,,,Kochi,9.962846,76.3127626,,5,positive,Nice building and surroundings,"Toc H Canteen (school) in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00030,way/65968642,Toc H Public School,school,,,Kochi,9.9623542,76.3129111,,1,negative,Needs some improvement,"Toc H Public School (school) in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-00031,way/65987349,Reserve Bank of India,yes,,,Kochi,9.9924318,76.2889643,,2,negative,Could be maintained better,"Reserve Bank of India (yes) in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00032,way/65987350,Medical Trust Hospital,hospital,,"Mahatma Gandhi Rd, Pallimukku",Ernakulam,9.9642242,76.2879054,13,5,positive,Nice building and surroundings,"Medical Trust Hospital (hospital) in Mahatma Gandhi Rd, Pallimukku, Ernakulam. The building appears practical for its mapped use, with a generally positive overall impression. The mapped record indicates approximately 13 level(s).",synthetic_from_geojson_attributes
REV-00033,way/65987352,Kerala High Court,yes,,,Kochi,9.9863049,76.2748395,,1,negative,Needs some improvement,"Kerala High Court (yes) in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-00034,way/84528019,Embarkation Jetty,yes,,,Kochi,9.970051,76.2621896,,1,negative,Needs some improvement,"Embarkation Jetty (yes) in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00035,way/114876677,State Bank of India,yes,,,Kochi,9.9694944,76.2596084,,2,negative,Could be maintained better,"State Bank of India (yes) in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-00036,way/114876678,Unnamed building,yes,,,Kochi,9.9694373,76.2596554,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00037,way/114876681,Cochin Port Trust,office,,,Kochi,9.9696557,76.2586757,8,1,negative,Needs some improvement,"Cochin Port Trust (office building) in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information. The mapped record indicates approximately 8 level(s).",synthetic_from_geojson_attributes
REV-00038,way/114876694,Cochin Port Trust Administration Office,office,,,Kochi,9.9703201,76.2587302,,4,positive,Useful and accessible,"Cochin Port Trust Administration Office (office building) in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00039,way/114876695,Unnamed building,service,,,Kochi,9.9692426,76.2581961,,3,neutral,Mixed impression,"service building in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-00040,way/122151422,Unnamed building,hotel,,,Kochi,9.9686225,76.2577481,,1,negative,Needs some improvement,"hotel in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00041,way/133753611,Gold Souk Grande Mall,yes,,,Kochi,9.9775936,76.3163631,,1,negative,Needs some improvement,"Gold Souk Grande Mall (yes) in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00042,way/134064524,Unnamed building,apartments,,Shanmugham Road,Kochi,9.9775914,76.2765256,,3,neutral,Mixed impression,"apartment building in Shanmugham Road, Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.",synthetic_from_geojson_attributes
REV-00043,way/134100560,Hotel Abad Plaza,hotel,,Mahatma Gandhi Road,Ernakulam,9.9784864,76.2832095,7,1,negative,Needs some improvement,"Hotel Abad Plaza (hotel) in Mahatma Gandhi Road, Ernakulam. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information. The mapped record indicates approximately 7 level(s).",synthetic_from_geojson_attributes
REV-00044,way/134100723,Gangothri Auditorium,civic,,,Kochi,9.9787955,76.284631,,2,negative,Could be maintained better,"Gangothri Auditorium (civic building) in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00045,way/154782468,St Mary's Cathedral Basilica,cathedral,,,Kochi,9.9829487,76.2757837,,4,positive,Useful and accessible,"St Mary's Cathedral Basilica (cathedral) in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00046,way/169338011,Unnamed building,yes,,,Kochi,9.9837306,76.2672209,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-00047,way/232005793,Unnamed building,yes,,,Kochi,9.9976229,76.3243274,,3,neutral,Mixed impression,"yes in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-00048,way/232005798,Unnamed building,yes,,,Kochi,9.9978722,76.3241913,,5,positive,Nice building and surroundings,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-00049,way/236502418,St Joseph's Church,yes,,K P Vallon Road,Ernakulam,9.9526529,76.3023701,,4,positive,Useful and accessible,"St Joseph's Church (yes) in K P Vallon Road, Ernakulam. The mapped building appears to be in a useful location and the overall setup looks satisfactory.",synthetic_from_geojson_attributes
REV-00050,way/238698787,ഒബ്രോൻ മാൾ,commercial,,,Kochi,10.0143832,76.3124942,,5,positive,Nice building and surroundings,"ഒബ്രോൻ മാൾ (commercial building) in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00051,way/238701009,Unnamed building,industrial,,,Kochi,9.9547481,76.2874501,,3,neutral,Mixed impression,"industrial building in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-00052,way/238701014,Unnamed building,yes,,,Kochi,9.9565741,76.2866704,,2,negative,Could be maintained better,"yes in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-00053,way/238701015,Unnamed building,yes,,,Kochi,9.9510761,76.2919215,,3,neutral,Mixed impression,"yes in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-00054,way/238701016,Unnamed building,office,,,Kochi,9.9545114,76.2921131,,5,positive,Nice building and surroundings,"office building in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00055,way/238701017,Unnamed building,industrial,,,Kochi,9.9510197,76.2914536,,1,negative,Needs some improvement,"industrial building in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00056,way/238701018,Unnamed building,industrial,,,Kochi,9.9562875,76.2899659,,5,positive,Nice building and surroundings,"industrial building in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00057,way/238701022,Unnamed building,industrial,,,Kochi,9.9497867,76.2906481,,4,positive,Useful and accessible,"industrial building in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00058,way/238701024,Unnamed building,yes,,,Kochi,9.9522762,76.2927089,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00059,way/238701026,Unnamed building,industrial,,,Kochi,9.9542824,76.2906908,,2,negative,Could be maintained better,"industrial building in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-00060,way/238701027,Unnamed building,industrial,,,Kochi,9.9567578,76.2875172,,2,negative,Could be maintained better,"industrial building in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00061,way/238701030,Unnamed building,yes,,,Kochi,9.9508859,76.289604,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00062,way/238701033,Unnamed building,industrial,,,Kochi,9.9537579,76.2890668,,1,negative,Needs some improvement,"industrial building in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00063,way/238701034,Unnamed building,yes,,,Kochi,9.953129,76.2880043,,3,neutral,Mixed impression,"yes in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-00064,way/238702391,Unnamed building,industrial,,,Kochi,9.9534027,76.2912348,,1,negative,Needs some improvement,"industrial building in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00065,way/250260169,Unnamed building,apartments,,Rajaji Road,Kochi,9.979112,76.2869042,,4,positive,Useful and accessible,"apartment building in Rajaji Road, Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00066,way/264037706,Fine Arts Hall,yes,,Foreshore Road,Ernakulam,9.9635843,76.2831294,,2,negative,Could be maintained better,"Fine Arts Hall (yes) in Foreshore Road, Ernakulam. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00067,way/264717765,Center Square Mall,yes,,Mahatma Gandhi Road,Ernakulam,9.9778906,76.283034,7,2,negative,Could be maintained better,"Center Square Mall (yes) in Mahatma Gandhi Road, Ernakulam. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this. The mapped record indicates approximately 7 level(s).",synthetic_from_geojson_attributes
REV-00068,way/264718986,Ernakulam Public Library,yes,,Convent Road,Ernakulam,9.9765069,76.2822796,,1,negative,Needs some improvement,"Ernakulam Public Library (yes) in Convent Road, Ernakulam. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00069,way/265561508,Ernakulam Boat Jetty,yes,,Boat Jetty Road,Ernakulam,9.9725344,76.2784263,,1,negative,Needs some improvement,"Ernakulam Boat Jetty (yes) in Boat Jetty Road, Ernakulam. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00070,way/265588555,IT @ School Resource Centre,school,,,Kochi,10.0141516,76.3000699,,1,negative,Needs some improvement,"IT @ School Resource Centre (school) in Kochi. The mapped record is relatively limited, so a few improvements may be appropriate; an actual inspection would be needed for a reliable assessment.",synthetic_from_geojson_attributes
REV-00071,way/265588625,Unnamed building,school,,,Kochi,10.0147755,76.2998778,,3,neutral,Mixed impression,school in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-00072,way/269837443,Indian Potash Limted,industrial,,,Kochi,9.967619,76.2632704,,2,negative,Could be maintained better,"Indian Potash Limted (industrial building) in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00073,way/269837444,Unnamed building,yes,,,Kochi,9.9666196,76.2636263,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00074,way/269837449,Unnamed building,yes,,,Kochi,9.9686838,76.2645204,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-00075,way/269837450,Unnamed building,yes,,,Kochi,9.9670201,76.2675091,,3,neutral,Mixed impression,yes in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-00076,way/269837452,Unnamed building,yes,,,Kochi,9.9717658,76.2703973,,3,neutral,Mixed impression,"yes in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-00077,way/269837453,Unnamed building,yes,,,Kochi,9.9729363,76.2685029,,2,negative,Could be maintained better,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00078,way/269837459,Unnamed building,yes,,,Kochi,9.9676506,76.2658182,,3,neutral,Mixed impression,yes in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-00079,way/269837463,Unnamed building,yes,,,Kochi,9.9719261,76.2699713,,3,neutral,Mixed impression,"yes in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-00080,way/269837467,Ernamkulam Wharf,yes,,,Kochi,9.9680903,76.265921,,3,neutral,Mixed impression,"Ernamkulam Wharf (yes) in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-00081,way/269837475,Unnamed building,yes,,,Kochi,9.966747,76.2672856,,2,negative,Could be maintained better,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00082,way/269954039,Unnamed building,yes,,,Kochi,9.9637947,76.2745327,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00083,way/269954040,Unnamed building,yes,,,Kochi,9.9640124,76.2743831,,1,negative,Needs some improvement,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00084,way/269954041,Unnamed building,yes,,,Kochi,9.9641757,76.2741825,,4,positive,Useful and accessible,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00085,way/269954042,Unnamed building,yes,,,Kochi,9.9601228,76.2753333,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00086,way/269954043,Unnamed building,yes,,,Kochi,9.9595543,76.2770857,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00087,way/269954044,Unnamed building,yes,,,Kochi,9.9678091,76.2650174,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-00088,way/269954045,Unnamed building,yes,,,Kochi,9.9672672,76.2658608,,3,neutral,Mixed impression,yes in Kochi. Overall this appears to be a typical building for the area. More on-site information would be needed to judge maintenance and facilities.,synthetic_from_geojson_attributes
REV-00089,way/269954046,Unnamed building,yes,,,Kochi,9.9623934,76.2755619,,4,positive,Useful and accessible,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-00090,way/269954047,Unnamed building,yes,,,Kochi,9.9680542,76.2646802,,4,positive,Useful and accessible,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00091,way/269954048,Unnamed building,yes,,,Kochi,9.964427,76.2740198,,3,neutral,Mixed impression,"yes in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-00092,way/269954049,Unnamed building,yes,,,Kochi,9.9662438,76.2691174,,5,positive,Nice building and surroundings,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00093,way/269954050,Unnamed building,yes,,,Kochi,9.9614794,76.2768026,,5,positive,Nice building and surroundings,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00094,way/269954051,Unnamed building,yes,,,Kochi,9.9679594,76.2638713,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00095,way/269954052,Unnamed building,yes,,,Kochi,9.9679961,76.2648757,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00096,way/269954053,Unnamed building,yes,,,Kochi,9.9676715,76.2646437,,1,negative,Needs some improvement,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00097,way/269954054,Unnamed building,yes,,,Kochi,9.9631868,76.2740784,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00098,way/269954055,Unnamed building,yes,,,Kochi,9.9635296,76.2742322,,5,positive,Nice building and surroundings,yes in Kochi. The mapped building appears to be in a useful location and the overall setup looks satisfactory.,synthetic_from_geojson_attributes
REV-00099,way/269954056,Unnamed building,yes,,,Kochi,9.9674507,76.2663341,,5,positive,Nice building and surroundings,"yes in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00100,way/285881571,Ernakulam South Junction East Entrance,train_station,,,Kochi,9.969417,76.2919444,,2,negative,Could be maintained better,"Ernakulam South Junction East Entrance (railway station) in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00101,way/288787815,Unnamed building,transportation,,,Kochi,9.9686486,76.3218948,,4,positive,Useful and accessible,"transportation in Kochi. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00102,way/294717601,Unnamed building,yes,,,Kochi,9.9964588,76.3256557,,3,neutral,Mixed impression,"yes in Kochi. The mapped information suggests a functional property, but the overall experience is difficult to assess without detailed on-site reviews.",synthetic_from_geojson_attributes
REV-00103,way/294717602,Unnamed building,yes,,,Kochi,9.9965181,76.3258332,,4,positive,Useful and accessible,"yes in Kochi. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00104,way/294717603,Unnamed building,yes,,,Kochi,9.9965024,76.3261789,,3,neutral,Mixed impression,"yes in Kochi. The building appears functional for its mapped use, although the available information does not indicate many details about its condition.",synthetic_from_geojson_attributes
REV-00105,way/294717604,Unnamed building,yes,,,Kochi,9.9962117,76.3259083,,2,negative,Could be maintained better,"yes in Kochi. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00106,way/294717605,Unnamed building,yes,,,Kochi,9.9961509,76.3262462,,2,negative,Could be maintained better,"yes in Kochi. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
REV-00107,way/294717606,"Government Higher Secondary School, Vennala",school,,Vennala High School Road,"Edappally South, Eranakulam",9.9961012,76.3257062,,5,positive,Nice building and surroundings,"Government Higher Secondary School, Vennala (school) in Vennala High School Road, Edappally South, Eranakulam. The building appears practical for its mapped use, with a generally positive overall impression.",synthetic_from_geojson_attributes
REV-00108,way/294717607,"Government Higher Secondary School, Vennala",school,,Vennala High School Road,"Edappally South, Eranakulam",9.9963496,76.3257139,,2,negative,Could be maintained better,"Government Higher Secondary School, Vennala (school) in Vennala High School Road, Edappally South, Eranakulam. The available mapping information suggests that some aspects may need improvement, although an on-site inspection would be required to confirm this.",synthetic_from_geojson_attributes
REV-00109,way/294717608,"Government Lower Primary School, Vennala",school,,Vennala High School Road,"Edappally South, Eranakulam",9.9959043,76.3257622,,5,positive,Nice building and surroundings,"Government Lower Primary School, Vennala (school) in Vennala High School Road, Edappally South, Eranakulam. Overall, this looks like a functional building with a reasonably positive impression from the available map information.",synthetic_from_geojson_attributes
REV-00110,way/294717609,"Government Higher Secondary School, Vennala",school,,Vennala High School Road,"Edappally South, Eranakulam",9.9962037,76.3257381,,2,negative,Could be maintained better,"Government Higher Secondary School, Vennala (school) in Vennala High School Road, Edappally South, Eranakulam. The building appears usable, but there may be room for improvement in maintenance or facilities based on the limited available information.",synthetic_from_geojson_attributes
